bedrooms,bathrooms,toilets,parking_space,type,town,state,geo_zone,GDP_per_capital,total_crime,price_wins
5,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,125000000.0
5,5,6,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,120000000.0
5,5,6,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,60000000.0
4,4,5,4,Detached Duplex,Isolo,Lagos,South West,6614.0,50975,55000000.0
3,3,4,4,Detached Bungalow,Mowe Ofada,Ogun,South West,2024.0,1601,16000000.0
3,5,5,4,Block of Flats,Obio-Akpor,Rivers,South South,2277.0,1570,100000000.0
5,5,6,5,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,180000000.0
5,6,7,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,55000000.0
5,5,6,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,350000000.0
4,5,5,4,Terraced Duplexes,Life Camp,Abuja,North Central,1292.0,5382,75000000.0
5,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,65000000.0
5,7,7,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,500000000.0
4,5,5,3,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,55000000.0
3,4,5,4,Block of Flats,Wuye,Abuja,North Central,1292.0,5382,250000000.0
6,5,7,8,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
5,7,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,80000000.0
4,4,5,4,Detached Duplex,Enugu,Enugu,South East,690.0,2171,65000000.0
4,5,5,4,Block of Flats,Port Harcourt,Rivers,South South,2277.0,1570,70000000.0
4,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,67000000.0
5,5,6,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,200000000.0
5,6,6,4,Detached Duplex,Life Camp,Abuja,North Central,1292.0,5382,35000000.0
4,4,5,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,60000000.0
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,60000000.0
5,5,5,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,125000000.0
5,4,5,4,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,140000000.0
2,2,2,4,Detached Bungalow,Ayobo,Lagos,South West,6614.0,50975,13000000.0
4,4,5,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,62000000.0
3,3,4,4,Detached Bungalow,Gwarinpa,Abuja,North Central,1292.0,5382,70000000.0
3,6,4,6,Detached Bungalow,Lokogoma District,Abuja,North Central,1292.0,5382,50000000.0
2,3,3,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,26000000.0
4,4,4,2,Terraced Duplexes,Ikoyi,Lagos,South West,6614.0,50975,200000000.0
4,4,5,5,Semi Detached Duplex,Katampe,Abuja,North Central,1292.0,5382,160000000.0
5,5,5,2,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,110000000.0
3,3,4,1,Detached Bungalow,Ikorodu,Lagos,South West,6614.0,50975,15000000.0
4,4,5,4,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,45000000.0
9,9,1,8,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,250000000.0
5,5,6,5,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,120000000.0
4,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,65000000.0
3,5,5,4,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,80000000.0
5,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,200000000.0
5,6,6,7,Detached Duplex,Apo,Abuja,North Central,1292.0,5382,85000000.0
5,5,5,4,Detached Duplex,Isolo,Lagos,South West,6614.0,50975,50000000.0
4,5,5,8,Detached Bungalow,Mowe Town,Ogun,South West,2024.0,1601,13000000.0
4,4,5,4,Terraced Duplexes,Galadimawa,Abuja,North Central,1292.0,5382,43000000.0
4,5,5,4,Terraced Duplexes,Life Camp,Abuja,North Central,1292.0,5382,45000000.0
5,5,7,1,Detached Duplex,Ibadan South-West,Oyo,South West,980.0,2969,33000000.0
3,4,4,4,Detached Bungalow,Galadimawa,Abuja,North Central,1292.0,5382,15500000.0
4,4,5,1,Detached Duplex,Ibeju Lekki,Lagos,South West,6614.0,50975,43000000.0
5,5,6,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,150000000.0
4,4,5,4,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,72000000.0
4,4,5,3,Terraced Duplexes,Ikoyi,Lagos,South West,6614.0,50975,280000000.0
4,6,6,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,65000000.0
4,4,5,2,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,45000000.0
4,4,5,2,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,46000000.0
4,6,6,4,Semi Detached Duplex,Wuse 2,Abuja,North Central,1292.0,5382,170000000.0
4,4,5,4,Detached Duplex,Asokoro District,Abuja,North Central,1292.0,5382,450000000.0
6,5,5,4,Detached Bungalow,Enugu,Enugu,South East,690.0,2171,20000000.0
5,5,6,7,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,195000000.0
5,5,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,250000000.0
2,5,5,4,Block of Flats,Owerri West,Imo,South East,2996.0,1590,60000000.0
4,4,5,4,Detached Duplex,Mowe Town,Ogun,South West,2024.0,1601,35000000.0
4,5,5,4,Terraced Duplexes,Wuse 2,Abuja,North Central,1292.0,5382,190000000.0
5,5,5,4,Detached Duplex,Durumi,Abuja,North Central,1292.0,5382,130000000.0
5,5,5,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
7,7,8,7,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,240000000.0
4,5,5,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,55000000.0
5,4,5,6,Detached Bungalow,Lekki,Lagos,South West,6614.0,50975,25000000.0
5,5,6,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,80000000.0
4,4,5,2,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,58000000.0
4,4,5,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,65000000.0
5,5,6,1,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,85000000.0
3,3,4,4,Detached Duplex,Simawa,Ogun,South West,2024.0,1601,35000000.0
4,4,5,4,Detached Duplex,Arepo,Ogun,South West,2024.0,1601,80000000.0
4,4,5,4,Terraced Duplexes,Mabushi,Abuja,North Central,1292.0,5382,75000000.0
5,5,5,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,13000000.0
5,5,6,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,85000000.0
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,65000000.0
2,3,3,2,Detached Bungalow,Life Camp,Abuja,North Central,1292.0,5382,25000000.0
4,5,5,7,Block of Flats,Port Harcourt,Rivers,South South,2277.0,1570,60000000.0
4,5,5,4,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,60000000.0
3,3,4,4,Terraced Duplexes,Lokogoma District,Abuja,North Central,1292.0,5382,35000000.0
4,5,5,6,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,39000000.0
5,5,6,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,77000000.0
3,4,5,2,Terraced Duplexes,Ajah,Lagos,South West,6614.0,50975,65000000.0
4,4,4,4,Semi Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,230000000.0
3,3,4,1,Terraced Bungalow,Ajah,Lagos,South West,6614.0,50975,40000000.0
5,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,198000000.0
1,1,1,1,Semi Detached Duplex,Katampe,Abuja,North Central,1292.0,5382,200000000.0
3,3,4,2,Terraced Bungalow,Ifako-Ijaiye,Lagos,South West,6614.0,50975,15500000.0
4,4,5,6,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,350000000.0
5,1,1,1,Block of Flats,Alimosho,Lagos,South West,6614.0,50975,55000000.0
5,5,5,4,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,15000000.0
5,5,6,5,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,65000000.0
4,5,5,4,Semi Detached Duplex,Ibadan,Oyo,South West,980.0,2969,45000000.0
1,5,2,1,Detached Bungalow,Mowe Ofada,Ogun,South West,2024.0,1601,13000000.0
6,7,7,1,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,650000000.0
5,6,6,1,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,100000000.0
3,3,3,9,Block of Flats,Owerri Municipal,Imo,South East,2996.0,1590,65000000.0
4,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,75000000.0
4,4,5,1,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,135000000.0
5,5,6,4,Detached Duplex,Katampe,Abuja,North Central,1292.0,5382,650000000.0
2,2,3,2,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,75000000.0
5,5,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,95000000.0
4,4,5,4,Detached Duplex,Guzape District,Abuja,North Central,1292.0,5382,450000000.0
4,4,5,4,Terraced Duplexes,Ikeja,Lagos,South West,6614.0,50975,80000000.0
4,6,6,9,Terraced Duplexes,Guzape District,Abuja,North Central,1292.0,5382,130000000.0
5,5,5,4,Detached Duplex,Ojodu,Lagos,South West,6614.0,50975,60000000.0
2,2,3,3,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,23000000.0
3,3,4,2,Terraced Duplexes,Ajah,Lagos,South West,6614.0,50975,38000000.0
8,1,1,4,Detached Duplex,Asokoro District,Abuja,North Central,1292.0,5382,650000000.0
4,5,5,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,70000000.0
5,4,5,8,Terraced Bungalow,Ikotun,Lagos,South West,6614.0,50975,20000000.0
3,4,4,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,130000000.0
5,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,115000000.0
5,5,6,4,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,65000000.0
4,4,5,1,Detached Bungalow,Ikotun,Lagos,South West,6614.0,50975,25000000.0
4,5,5,4,Terraced Duplexes,Life Camp,Abuja,North Central,1292.0,5382,35000000.0
3,4,4,4,Terraced Duplexes,Ajah,Lagos,South West,6614.0,50975,40000000.0
4,4,5,6,Detached Bungalow,Oluyole,Oyo,South West,980.0,2969,17000000.0
4,5,6,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,75000000.0
5,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,50000000.0
4,5,5,9,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,27000000.0
5,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,160000000.0
3,4,6,4,Terraced Bungalow,Port Harcourt,Rivers,South South,2277.0,1570,30000000.0
5,6,6,4,Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,170000000.0
4,4,5,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,90000000.0
6,6,8,6,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
5,5,5,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,200000000.0
5,5,6,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,115000000.0
4,5,6,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,110000000.0
4,4,5,4,Terraced Duplexes,Wuse 2,Abuja,North Central,1292.0,5382,200000000.0
4,5,5,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,50000000.0
2,2,3,1,Detached Bungalow,Epe,Lagos,South West,6614.0,50975,13000000.0
4,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,85000000.0
4,5,5,5,Detached Duplex,Katampe,Abuja,North Central,1292.0,5382,145000000.0
9,9,9,6,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
4,4,5,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,70000000.0
3,4,4,4,Block of Flats,Life Camp,Abuja,North Central,1292.0,5382,35000000.0
4,5,5,3,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,85000000.0
4,4,5,7,Detached Duplex,Lugbe District,Abuja,North Central,1292.0,5382,75000000.0
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,85000000.0
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,150000000.0
4,4,5,2,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,65000000.0
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,90000000.0
3,4,4,3,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,22000000.0
5,5,5,4,Detached Duplex,Surulere,Lagos,South West,6614.0,50975,150000000.0
5,5,6,6,Semi Detached Duplex,Ibeju Lekki,Lagos,South West,6614.0,50975,49000000.0
5,5,6,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,130000000.0
5,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,185000000.0
4,3,4,4,Terraced Duplexes,Wuse 2,Abuja,North Central,1292.0,5382,195000000.0
4,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,95000000.0
5,5,6,2,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,95000000.0
4,4,5,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,60000000.0
4,4,5,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,85000000.0
4,5,6,3,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,55000000.0
1,1,2,4,Detached Duplex,Asokoro District,Abuja,North Central,1292.0,5382,650000000.0
5,5,6,4,Detached Duplex,Ojodu,Lagos,South West,6614.0,50975,75000000.0
4,5,5,4,Block of Flats,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
3,3,4,2,Semi Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,36000000.0
4,5,5,5,Terraced Duplexes,Guzape District,Abuja,North Central,1292.0,5382,70000000.0
3,4,5,6,Detached Duplex,Kubwa,Abuja,North Central,1292.0,5382,16000000.0
5,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,260000000.0
3,3,4,2,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,47000000.0
4,5,5,4,Block of Flats,Ado-Odo/Ota,Ogun,South West,2024.0,1601,16000000.0
4,7,7,4,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
3,4,4,5,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,38000000.0
5,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,106000000.0
4,5,6,3,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,48000000.0
5,2,2,4,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,13000000.0
4,5,5,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,70000000.0
5,6,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,115000000.0
4,5,5,4,Block of Flats,Lekki,Lagos,South West,6614.0,50975,42000000.0
4,4,5,4,Semi Detached Duplex,Maryland,Lagos,South West,6614.0,50975,87000000.0
3,4,4,4,Terraced Bungalow,Ido,Oyo,South West,980.0,2969,13000000.0
4,4,5,4,Block of Flats,Ibadan,Oyo,South West,980.0,2969,13000000.0
5,5,6,8,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,300000000.0
5,5,6,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,120000000.0
4,4,5,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,125000000.0
7,8,8,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,290000000.0
3,3,4,5,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,27000000.0
5,5,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,140000000.0
4,4,5,2,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,50000000.0
4,4,5,3,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,55000000.0
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,250000000.0
6,7,7,4,Detached Duplex,Ibadan,Oyo,South West,980.0,2969,60000000.0
4,4,4,5,Semi Detached Bungalow,Ipaja,Lagos,South West,6614.0,50975,17000000.0
5,6,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,145000000.0
4,4,5,3,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,70000000.0
4,4,4,3,Terraced Duplexes,Karsana,Abuja,North Central,1292.0,5382,35000000.0
2,2,3,2,Block of Flats,Ajah,Lagos,South West,6614.0,50975,16250000.0
3,4,4,4,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,18000000.0
3,3,4,2,Block of Flats,Victoria Island (VI),Lagos,South West,6614.0,50975,140000000.0
3,4,4,4,Block of Flats,Wuye,Abuja,North Central,1292.0,5382,35000000.0
4,5,5,4,Terraced Duplexes,Wuse,Abuja,North Central,1292.0,5382,140000000.0
5,5,6,3,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,98000000.0
6,6,7,8,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,160000000.0
5,7,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,170000000.0
2,2,3,6,Block of Flats,Lekki,Lagos,South West,6614.0,50975,25000000.0
4,5,5,4,Block of Flats,Ilorin West,Kwara,North Central,919.0,830,15000000.0
4,4,5,3,Semi Detached Duplex,Life Camp,Abuja,North Central,1292.0,5382,45000000.0
6,6,8,1,Block of Flats,Lekki,Lagos,South West,6614.0,50975,550000000.0
4,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,140000000.0
4,4,5,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,120000000.0
6,6,7,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
5,5,5,3,Terraced Duplexes,Ikoyi,Lagos,South West,6614.0,50975,230000000.0
5,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,400000000.0
4,5,5,5,Detached Bungalow,Lugbe District,Abuja,North Central,1292.0,5382,35000000.0
4,4,5,1,Semi Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,42000000.0
4,4,5,4,Semi Detached Bungalow,Kurudu,Abuja,North Central,1292.0,5382,18000000.0
4,5,5,4,Terraced Duplexes,Ikoyi,Lagos,South West,6614.0,50975,250000000.0
5,6,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,170000000.0
4,4,5,3,Detached Duplex,Isolo,Lagos,South West,6614.0,50975,65000000.0
3,3,4,4,Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,35000000.0
3,4,4,1,Detached Bungalow,Gwarinpa,Abuja,North Central,1292.0,5382,60000000.0
3,4,4,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,45000000.0
3,3,4,2,Terraced Duplexes,Ajah,Lagos,South West,6614.0,50975,40000000.0
5,5,6,3,Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,165000000.0
5,5,6,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,77000000.0
5,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,300000000.0
5,5,6,1,Block of Flats,Ikoyi,Lagos,South West,6614.0,50975,13000000.0
5,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,150000000.0
5,5,6,6,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,600000000.0
5,5,6,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,105000000.0
7,8,8,1,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,200000000.0
4,5,5,9,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,165000000.0
5,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,160000000.0
5,4,4,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,80000000.0
4,4,5,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,60000000.0
4,4,4,6,Semi Detached Bungalow,Agege,Anambra,South East,2002.0,1888,35000000.0
5,5,6,1,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
5,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,335000000.0
4,4,5,4,Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,140000000.0
6,7,7,6,Detached Duplex,Isheri,Lagos,South West,6614.0,50975,140000000.0
4,4,5,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,59000000.0
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,67000000.0
4,4,5,2,Terraced Duplexes,Karmo,Abuja,North Central,1292.0,5382,45000000.0
3,3,4,1,Block of Flats,Ajah,Lagos,South West,6614.0,50975,35000000.0
5,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,140000000.0
5,4,4,8,Detached Bungalow,Abeokuta South,Ogun,South West,2024.0,1601,13000000.0
5,5,5,4,Detached Duplex,Isolo,Lagos,South West,6614.0,50975,80000000.0
4,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,100000000.0
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,55000000.0
2,2,3,2,Terraced Duplexes,Ajah,Lagos,South West,6614.0,50975,35000000.0
4,5,6,3,Terraced Duplexes,Wuye,Abuja,North Central,1292.0,5382,57000000.0
3,3,4,4,Terraced Bungalow,Ikorodu,Lagos,South West,6614.0,50975,18000000.0
3,3,3,4,Detached Bungalow,Mowe Town,Ogun,South West,2024.0,1601,16000000.0
4,5,5,4,Semi Detached Duplex,Ikoyi,Anambra,South East,2002.0,1888,260000000.0
4,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,80000000.0
4,4,5,4,Terraced Duplexes,Victoria Island (VI),Lagos,South West,6614.0,50975,120000000.0
5,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,75000000.0
5,4,4,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,150000000.0
5,5,6,4,Detached Duplex,Magodo,Lagos,South West,6614.0,50975,170000000.0
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,90000000.0
4,5,5,1,Terraced Duplexes,Guzape District,Abuja,North Central,1292.0,5382,120000000.0
3,5,5,4,Block of Flats,Lekki,Lagos,South West,6614.0,50975,65000000.0
3,2,3,4,Detached Bungalow,Alimosho,Lagos,South West,6614.0,50975,25000000.0
4,5,4,3,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,38000000.0
5,5,6,1,Detached Duplex,Ifo,Ogun,South West,2024.0,1601,35000000.0
5,5,6,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,300000000.0
5,5,6,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,125000000.0
3,3,3,4,Detached Bungalow,KM 46,Ogun,South West,2024.0,1601,24000000.0
5,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,200000000.0
4,4,5,4,Detached Duplex,Gbagada,Lagos,South West,6614.0,50975,60000000.0
4,5,5,4,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,35000000.0
5,5,6,7,Semi Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,230000000.0
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,200000000.0
5,6,6,2,Terraced Duplexes,Guzape District,Abuja,North Central,1292.0,5382,70000000.0
8,1,1,7,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
4,4,5,3,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,43000000.0
5,5,6,4,Detached Duplex,Maryland,Lagos,South West,6614.0,50975,80000000.0
2,2,2,2,Block of Flats,Ajah,Lagos,South West,6614.0,50975,24000000.0
5,5,6,5,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,75000000.0
4,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,72000000.0
5,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,250000000.0
5,6,6,2,Detached Duplex,Ibeju Lekki,Lagos,South West,6614.0,50975,65000000.0
3,5,3,1,Detached Bungalow,Port Harcourt,Rivers,South South,2277.0,1570,35000000.0
3,3,4,1,Detached Bungalow,Port Harcourt,Rivers,South South,2277.0,1570,13000000.0
1,1,1,4,Block of Flats,Idimu,Lagos,South West,6614.0,50975,50000000.0
6,6,8,1,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
4,6,5,1,Terraced Duplexes,Jahi,Abuja,North Central,1292.0,5382,65000000.0
9,9,1,1,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
6,6,7,6,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,600000000.0
3,3,5,4,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,22000000.0
6,6,7,1,Detached Duplex,Sango Ota,Ogun,South West,2024.0,1601,35000000.0
4,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,120000000.0
